"m00","m10","m01","m11"
-0.04613863904463734,0.05575425752531115,-0.05481772273169765,0.012961863887546507
-0.04672283406050115,0.05286904725447322,-0.05533390774372772,0.00920443489299801
-0.04710995458639505,0.04996348111383655,-0.055584093367101156,0.005439517016174377
-0.04730008932853776,0.04705143326244737,-0.05557098773205284,0.0016862518063214887
-0.04729431410464507,0.04414660237129718,-0.055298626003834485,-0.0020368950373353166
-0.04709465433058266,0.04126244452201242,-0.054772268636585915,-0.00571221628378142
-0.04670404334023548,0.03841211145518393,-0.053998299441277466,-0.009322840201712694
-0.04612627675430279,0.035608394181532915,-0.052984123138820755,-0.012852805703948561
-0.04536596289684775,0.03286367200272821,-0.05173806132012075,-0.016287140490448954
-0.04442846896393835,0.030189867067506464,-0.0502692446935733,-0.01961194906641526
-0.043319862222571365,0.027598404732952702,-0.04858749792267726,-0.022814520941401902
-0.042046844862114144,0.025100180248011902,-0.04670321076575746,-0.025883475376830625
-0.00979798764663237,0.08946478655883634,-0.006284527738957242,0.05679011822930536
-0.012763845138898966,0.08904041663840337,-0.010061810297213501,0.056465960688856176
-0.015705485162158264,0.0884183583234501,-0.013834441058545165,0.05584907778375386
-0.01860758230808604,0.08759951900097633,-0.017575100738116797,0.05493995826851797
-0.021454908382996282,0.08658622866419938,-0.021256885028740968,0.05374206460743937
-0.02423248485698913,0.08538220934612913,-0.024853671261810442,0.052261680192479086
-0.0269257262165486,0.08399252632547721,-0.028340441381236533,0.05050771201882621
-0.029520572133230262,0.08242352349743318,-0.0316935573249841,0.0484914595456251
-0.03200360691800842,0.08068274545049392,-0.03489098729645211,0.04622636013055772
-0.034362165259653014,0.07877884882159583,-0.03791248344580154,0.043727720645819534
-0.036584423725428146,0.07672150543501904,-0.040739713119147807,0.041012443792812076
-0.03865947792049155,0.07452129958721497,-0.04335634705972022,0.03809875635761432
-0.04057740555137777,0.07218962164117994,-0.0457481087819976,0.03500594530234892
-0.04232931591735802,0.06973855985980523,-0.04790278982394069,0.03175410625138985
-0.04390738656305218,0.06718079215512913,-0.049810235769608774,0.02836390767520243
-0.04530488797228231,0.06452947917394124,-0.05146230787903871,0.024856372939526025
-0.04651619727332456,0.06179815989104814,-0.05285282492418273,0.02125268140008789
-0.04753680196764195,0.059000650648141396,-0.05397748945999729,0.017573988890875605
-0.04836329469603914,0.05615094836447104,-0.054833802303321626,0.013841267272639648
-0.04899336002556325,0.05326313845894468,-0.05542096848910551,0.010075162165348223
-0.04942575418397555,0.05035130786371981,-0.05573979744807314,0.006295867560445359
-0.04966027859224483,0.04742946337759433,-0.05579259962348425,0.002523015668888279
-0.04969774795240429,0.04451145550303201,-0.055583081225461704,-0.0012244199254958722
-0.04953995354084314,0.04161090783352698,-0.05511623830923101,-0.004928210014309711
-0.04918962223456441,0.03874115200753444,-0.0543982508445282,-0.008570946944582294
-0.04865037165633914,0.03591516822281252,-0.05343637689172413,-0.0121361162099802
-0.0479266616548819,0.03314553131300242,-0.05223884636257937,-0.015608166130587941
-0.047023742121293365,0.03044436243332583,-0.05081475303318456,-0.018972580443803948
-0.04594759685314642,0.027823286496290307,-0.04917394233262846,-0.022215960562475264
-0.04470488275944175,0.025293395664709353,-0.04732689067571908,-0.025326127598595687
-0.04330286305770509,0.022865219490472388,-0.04528456920381614,-0.02829226016843726
-0.014466784999715163,0.08882939112542478,-0.009248080154788348,0.056383382577234666
-0.01740636808177598,0.08825038180128109,-0.013003220983719765,0.05586198158874274
-0.020311420672870832,0.08747522245208926,-0.016738396328985185,0.05504849986177697
-0.023166685856568826,0.0865056212912068,-0.02042634992530098,0.05394485526193036
-0.02595707825132593,0.08534470210075402,-0.02404039554828211,0.052555913570952184
-0.028667834650945294,0.08399696572850927,-0.02755477517685906,0.05088931672447347
-0.03128465462706543,0.08246823385819373,-0.030944971197431833,0.04895526885484446
-0.03379382913424789,0.0807655775516432,-0.03418796931110253,0.046766291056274036
-0.036182355722456816,0.07889723318067031,-0.037262471172048756,0.04433695532615521
-0.03843803949120412,0.07687250836976924,-0.040149057779195016,0.04168360724973228
-0.04054957939552924,0.0747016804789762,-0.04283030622196452,0.03882408582080913
-0.04250663992395899,0.07239588999126503,-0.04529086353854911,0.03577744745356038
-0.04429990850672767,0.06996703095225204,-0.04751748221045421,0.032563699851516456
-0.04592113927829952,0.06742764036160666,-0.049499022230635445,0.029203550040232052
-0.047363184014344216,0.06479078815241315,-0.05122642480358418,0.025718169605819595
-0.04862001119629572,0.062069969130919674,-0.05269266262116303,0.022128979050966772
-0.049686714233566416,0.0592789979956017,-0.05389267136830326,0.018457452206308927
-0.05055950990329019,0.05643190831926265,-0.05482326670026232,0.014724940823394997
-0.051235728058106354,0.05354285616626341,-0.055483050441318,0.010952518818909284
-0.051713793612140374,0.05062602883233091,-0.05587230922414991,0.0071608451239717
-0.05199320175076838,0.04769555903798433,-0.05599290824203797,0.003370043692531265
-0.05207448722631115,0.04476544477901034,-0.055848182242395614,-0.00040040108897364035
-0.05195918850357679,0.041849474938032136,-0.05544282535676548,-0.004131735607405674
-0.05164980740786051,0.038961160689720366,-0.05478278083650605,-0.007806017110190736
-0.05114976480312404,0.03611367268826524,-0.05387513122808187,-0.011406185235566562
-0.05046335268537492,0.033319784010769966,-0.0527279889474283,-0.014916127967286356
-0.049595682907200365,0.030591818847057334,-0.05135038653953394,-0.01832074565877583
-0.04855263253716175,0.02794160698265225,-0.049752165040275596,-0.021606017872931132
-0.04734078557315308,0.025380444230759674,-0.0479438576137881,-0.024759079654843228
-0.045967370320063435,0.022919059157066966,-0.04593656371107074,-0.02776831710044024
-0.04444019111559587,0.020567586755649292,-0.043741805785379034,-0.03062349784149362
-0.01909592990068383,0.0879505205053846,-0.012186284225741261,0.05582210399268115
-0.02200118137964255,0.08721845880184094,-0.01590899074535639,0.055104888680013515
-0.02486168399134268,0.08629232307630577,-0.019596472818556632,0.054097037828052204
-0.027662291129411782,0.08517461768640015,-0.023221611907156547,0.052801893156730756
-0.03038810157241723,0.08386925164107871,-0.02675801301465649,0.051225710428483597
-0.03302460790279653,0.08238149226637656,-0.030180353368461282,0.04937746917659859
-0.035557833973813194,0.0807179016941931,-0.03346468299853438,0.047268642701771245
-0.03797445959858164,0.07888625877172202,-0.0365886744497145,0.04491293941382288
-0.040261931204867596,0.07689546907877137,-0.03953182120424205,0.042326026009028385
-0.04240855772829649,0.07475546571583604,-0.04227558633594238,0.03952524198356545
-0.04440359148706852,0.07247710340918269,-0.04480350443253021,0.036529313728202284
-0.04623729418198596,0.07007204829301873,-0.047101240908546185,0.03335807505289662
-0.04790098849210302,0.06755266549482492,-0.049156613523071976,0.030032199562866454
-0.0493870959884102,0.06493190638800769,-0.05095958125802869,0.026572948928327594
-0.05068916227042669,0.062223197102920416,-0.05250220576788537,0.023001939821196825
-0.051801870349149085,0.05944032961693357,-0.053778590437664586,0.019340931168995462
-0.052721043363766706,0.05659735648707497,-0.05478480174623502,0.015611632418993868
-0.05344363773663879,0.05370849005220888,-0.055518777177222166,0.011835532716634713
-0.053967727850912674,0.05078800672101663,-0.055980223394635605,0.008033750272395905
-0.05429248328500238,0.04785015677965659,-0.05617050784324647,0.004226900703853887
-0.054418139565558646,0.04490908000019846,-0.056092546366531985,0.0004349827691049878
-0.054345963310537766,0.04197872720788963,-0.05575068887573991,-0.0033227203752840806
-0.054078212530690846,0.03907278787114441,-0.0551506045575491,-0.007027726489210223
-0.05361809274289872,0.03620462371261605,-0.05429916756940932,-0.010662428455761456
-0.05296970942172786,0.033387208302385445,-0.0532043436217532,-0.014210159965653708
-0.052138017172356825,0.03063307258678066,-0.05187507725050397,-0.01765525565464189
-0.05112876584001951,0.027954256332059533,-0.05032117887630786,-0.02098310929657123
-0.04994844356209205,0.02536226552943466,-0.04855320982122101,-0.024180234708882767
-0.048604216490516265,0.02286803593176246,-0.04658236211376539,-0.027234335830860792
-0.04710386451378394,0.02048190310135886,-0.04442032781830184,-0.03013439557526416
-0.045455711698633654,0.018213579695163955,-0.04207914911774006,-0.03287079863557921
-0.023672734185141896,0.08683058362202287,-0.015091086538689258,0.0551078209012299
-0.02653569096863707,0.0859474760693237,-0.018771155069179903,0.05419675710170578
-0.029343803162117765,0.08487290244109441,-0.02240083673827014,0.052997299573880594
-0.03208207598505979,0.08361015637494812,-0.025953225064892036,0.051514204732602854
-0.03473583321935734,0.08216392139235228,-0.02940228862727938,0.04975510117438568
-0.03729086299990804,0.0805402168602258,-0.032723209309288716,0.047730281417897036
-0.0397335517692442,0.07874632737229795,-0.03589267042963889,0.04545245648465323
-0.042051004708739584,0.07679071823983973,-0.0388890925749088,0.04293648452629874
-0.044231151532429736,0.07468293984108183,-0.041692817262340545,0.040199083996657246
-0.0462628370564537,0.07243352352657939,-0.04428624044908309,0.03725854077648748
-0.04813589642080703,0.07005387163678242,-0.046653899351694866,0.03413441732578782
-0.04984121523059023,0.06755614398106277,-0.048782517051184075,0.03084727048720329
-0.05137077519759019,0.06495314287681872,-0.05066100997485962,0.027418383102726204
-0.05271768610128619,0.06225819857237488,-0.052280463615353254,0.023869513210473134
-0.05387620505609434,0.05948505659526101,-0.053634081835556624,0.02022266331836823
-0.0548417441760917,0.05664776829112706,-0.05471711487588021,0.016499871139060495
-0.05561086777871154,0.053760585558463504,-0.05552677079062367,0.012723022232369785
-0.0561812802737851,0.050837860547165624,-0.05606211454500179,0.0089136842373769
-0.056551805852940826,0.04789395087958946,-0.056323958446764404,0.005092961774804975
-0.05672236103501658,0.04494313077328215,-0.05631474700470991,0.001281370642715562
-0.05669392104236943,0.0419995082957333,-0.05603843872037848,-0.0025012704118561324
-0.05646848088688454,0.03907694886340764,-0.05550038674605873,-0.006235932316004051
-0.05604901193620275,0.036189005008626055,-0.05470721978471139,-0.009904454861196888
-0.055439414612690266,0.03334885237847473,-0.05366672405829619,-0.01348961482607202
-0.05464446774869876,0.030569231899271184,-0.052387726607746044,-0.016975185635010902
-0.053669774978351605,0.027862398040116094,-0.0508799795726296,-0.020345991513449187
-0.05252170837959742,0.02524007314353923,-0.04915404435956164,-0.02358795969030243
-0.051207349375102275,0.022713407869314573,-0.04722117362893934,-0.02668817520224612
-0.04973442662892693,0.02029294793581826,-0.04509318759708951,-0.029634944585401415
-0.048111250289032,0.017988607572932584,-0.04278233889460116,-0.03241787776643221
-0.046346641335502876,0.015809650478746783,-0.04030115642725505,-0.03502800285542685
-0.02818465315067148,0.08547265014446509,-0.017954525232403176,0.054242491103185755
-0.030997468073157917,0.08444091727902908,-0.02158186896172541,0.05314007597935314
-0.033745493008084056,0.08322085107972749,-0.025143801521541994,0.05175229940537319
-0.036413926100426375,0.08181652543653592,-0.028613702236708834,0.05008531945401193
-0.03898835636190054,0.08023338554622654,-0.03196597461050824,0.04814811664640371
-0.04145490643358855,0.07847818631793588,-0.03517637320796125,0.04595226827551869
-0.04380036266111848,0.07655891484065763,-0.03822227854596538,0.04351168824367373
-0.046012290937918095,0.07448469968691358,-0.04108291840050517,0.040842343719167395
-0.04807913734810766,0.0722657098564267,-0.043739536206354984,0.03796195908925464
-0.04999031316392164,0.06991304608412138,-0.0461755090554494,0.03488971649894959
-0.05173626420833765,0.06743862707160302,-0.048376419175609954,0.031645960858137055
-0.05330852497266445,0.06485507297422032,-0.050330083705412774,0.02825191569727462
-0.05469975817899565,0.06217558820901728,-0.05202654811970693,0.024729414760330592
-0.05590378070091457,0.05941384536196277,-0.053458048855876884,0.021100652816059825
-0.056915576908589574,0.056583871682222564,-0.05461895061297673,0.01738795790104412
-0.057731300594246165,0.053699939369967246,-0.055505663505561,0.013613586109226755
-0.05834826667053833,0.050776460601683886,-0.056116544815898145,0.009799539126173219
-0.058764933826808155,0.04782788800005188,-0.056451789553643474,0.005967403969206149
-0.05898087928599183,0.04486862104786437,-0.056513313443821635,0.0021382138229969917
-0.05899676673615143,0.041912918769410834,-0.056304631359023104,-0.001667671566288499
-0.05881430842234698,0.0389748188583748,-0.05583073360887849,-0.00543066778448045
-0.05843622228219129,0.03606806331829187,-0.05509796191409097,-0.009132051999699445
-0.05786618489591246,0.03320603059884135,-0.05411388632509746,-0.012754035810861541
-0.05710878090057081,0.030401674158010542,-0.052887183786867215,-0.01627982709979635
-0.056169449387855855,0.02766746735635936,-0.05142751847653284,-0.019693683500474138
-0.05505442766166606,0.02501535459711265,-0.04974542340736949,-0.0229809604237523
-0.05377069256724316,0.022456708668944107,-0.04785218202388325,-0.026128157126102912
-0.052325899402850734,0.02000229433701227,-0.04575970748204287,-0.02912296526245136
-0.05072831816094069,0.017662238380126108,-0.043480415787598474,-0.03195432601673234
-0.04898676647140647,0.015446006521520369,-0.041027086553754956,-0.03461250480798116
-0.047110538049982824,0.013362388109279805,-0.038412701068301025,-0.03708919775421342
-0.03261931994099734,0.0838804420739812,-0.02076875182045823,0.05322848640737837
-0.035374283272291654,0.08270291180387707,-0.02433342845158386,0.05193774160246177
-0.03805468880333356,0.08134069715015006,-0.027817848892571592,0.05036544978145532
-0.04064596817544877,0.07979864108888862,-0.031195751239609885,0.04851915379618478
-0.04313401512969457,0.07808293556726258,-0.03444204407925364,0.04640916147742834
-0.04550532485022682,0.07620105252189045,-0.037533121112752935,0.04404830315990282
-0.04774711980345484,0.07416165964497518,-0.04044712205359322,0.041451657489679675
-0.04984746067590161,0.07197452374950329,-0.04316413880240124,0.03863625688681634
-0.051795341590248185,0.06965040458417501,-0.04566636812192342,0.03562078309069214
-0.05358076929778666,0.06720094184193547,-0.047938213801117686,0.03242526193364293
-0.05519482649180745,0.06463853791721344,-0.04996634259716798,0.029070765011456952
-0.05662971975320884,0.061976238720366096,-0.05173969909860753,0.025579124370183278
-0.05787881292535643,0.059227614575700624,-0.05324948511247869,0.02197266481099798
-0.05893664692345722,0.056406642931211476,-0.054489109300309986,0.018273956998963933
-0.059798947120921465,0.053527594309992974,-0.055454112643282615,0.014505593299734663
-0.06046261953031647,0.050604922647624076,-0.05614207496972312,0.010689987186137086
-0.060925737019148746,0.047653160895816254,-0.05655250729244245,0.006849196164390017
-0.061187516780905005,0.04468682253640178,-0.05668673413103544,0.0030047674615471835
-0.061248290228619724,0.04172030944462043,-0.0565477693769213,-0.0008223948242744346
-0.0611094664004697,0.03876782636851969,-0.056140188632467926,-0.004612142803446498
-0.0607734898710622,0.03584330215162628,-0.0554700003373025,-0.008345180074188266
-0.060243794054066775,0.03296031771867596,-0.05454451739833035,-0.012003141363626398
-0.05952475066504366,0.030132040767305135,-0.05337223046447563,-0.015568658834888947
-0.05862161598957648,0.02737116706186956,-0.05196268342082093,-0.019025417499036728
-0.057540474470523975,0.02468986820856229,-0.05032635109185956,-0.022358202348352774
-0.056288179985538415,0.02209974580595116,-0.04847451849431298,-0.025552940118919336
-0.054872295024109334,0.019611791916831326,-0.046419160183440916,-0.02859673909936579
-0.053301027777457835,0.017236355906272052,-0.04417281715765803,-0.03147793129918584
-0.05158316689895065,0.014983117856718223,-0.0417484671807203,-0.034186122861571626
-0.04972801333190423,0.012861069039869645,-0.039159381820422945,-0.03671226137973745
-0.047745308054274266,0.010878500362813627,-0.03641895916575342,-0.0390487337399943
-0.03696457944271499,0.08205832354224987,-0.02352605270339109,0.05206858613019378
-0.039654140019821954,0.08073822339609918,-0.027018291705452828,0.05059304948598782
-0.04225957934172646,0.07923759402362592,-0.03041564947337947,0.048840551960545486
-0.044766602476976745,0.07756203421276969,-0.03369229485675272,0.046820000510327815
-0.04716144656023836,0.07571846568940381,-0.0368237102992162,0.04454300202270472
-0.04943101633449443,0.07371505693756966,-0.039786993341465585,0.04202360470708295
-0.051563005409284206,0.07156113249513658,-0.04256110281111839,0.039278010623775866
-0.053546001989038874,0.06926707064539961,-0.04512704930014173,0.03632427075991168
-0.05536957840134966,0.06684419239431352,-0.047468031696701204,0.033181973001647574
-0.057024364267369586,0.06430464448925513,-0.04956952323489922,0.02987193197922963
-0.05850210359242257,0.061661279023375884,-0.05141931174678735,0.02641588821856559
-0.05979569640820753,0.05892753190410907,-0.053007499572956106,0.022836222441177757
-0.06089922586860925,0.056117302167705545,-0.05432646896788423,0.01915568931471867
-0.061807971893432706,0.05324483381297774,-0.055370818883642516,0.01539717353594398
-0.06251841257578504,0.05032460152243057,-0.05613727880540188,0.01158346987546342
-0.06302821462897343,0.04737120134982057,-0.05662460490878316,0.007737087751220551
-0.0633362141575012,0.04439924718827605,-0.05683346327741519,0.0038800800320017855
-0.06344238900461144,0.04142327359832925,-0.056766304310420825,3.389509513127345e-5
-0.06334782386506256,0.03845764537314246,-0.0564272318047464,-0.003780749344496123
-0.06305466926506453,0.035516474050280286,-0.055821869551128306,-0.007543972477766774
-0.06256609540836727,0.03261354144512651,-0.05495722765047373,-0.011236818805378525
-0.061886241773947435,0.02976223017924392,-0.05384157015172248,-0.014841330951403333
-0.061020163230129,0.026975461106485025,-0.05248428503000911,-0.01834060924721505
-0.05997377330390687,0.02426563749936696,-0.050895756951400355,-0.021718860551352276
-0.058753785112270564,0.021644595848182936,-0.04908724267698494,-0.024961438917695897
-0.0573676503206262,0.019123563147675555,-0.04707074829548528,-0.028054880981383805
-0.05582349633445266,0.01671312060627897,-0.04485890665149244,-0.030986939398492504
-0.05413006173984603,0.01442317382208065,-0.04246485221185766,-0.03374661851423402
-0.05229662976200365,0.012262929648732527,-0.03990208892720011,-0.0363242179198937
-0.05033295916442231,0.010240880261945464,-0.03718434394345636,-0.038711392194890365
-0.04824921148793606,0.008364795403010912,-0.034325395427583595,-0.04090123986083897
-0.041208521601554846,0.08001128884948523,-0.026218870311141344,0.05076596947766959
-0.04382530752587892,0.07855223713002898,-0.029629099699776368,0.04910968533755106
-0.046348639310569296,0.07691730615961226,-0.032930082873148005,0.047181785581576645
-0.048764534632797764,0.0751128351921382,-0.036096490235615904,0.04499251685749099
-0.05105961174390554,0.07314645676020977,-0.039104445288834506,0.042554753295583364
-0.05322122083889076,0.07102701350604616,-0.04193181218699146,0.03988372247478705
-0.05523756040138019,0.06876446125527381,-0.04455842654422374,0.0369967054609312
-0.057097777432655636,0.06636976131534672,-0.04696626969249821,0.03391272233172561
-0.05879205104674035,0.06385476491937683,-0.049139588696062456,0.03065221343105739
-0.06031165941820704,0.061232092575786254,-0.05106496605103289,0.02723672513563273
-0.06164903049351658,0.05851501084975527,-0.05273134413702047,0.02368860731221418
-0.06279777721568974,0.05571730881890131,-0.054130010175478964,0.020030728013787084
-0.063752718266805,0.052853176135130846,-0.05525454774803601,0.016286209405525442
-0.06450988550866132,0.04993708430625909,-0.05610076090119327,0.012478187490503305
-0.06506651940737143,0.04698367250011196,-0.05666657658836957,0.00862959696542117
-0.06542105377236214,0.04400763888184393,-0.056951930741715805,0.004762981496575349
-0.06557309113528567,0.041023638230341816,-0.056958642689991006,0.0009003288699467991
-0.06552337004987416,0.03804618634662043,-0.05669028199546556,-0.0029370701753807086
-0.06527372551953635,0.03508957156885124,-0.05615203111240318,-0.006728741093561268
-0.0648270436640753,0.03216777354538492,-0.05535054660547929,-0.010455124647901805
-0.06418721162706643,0.029294389288464413,-0.05429382102268511,-0.014097658197285637
-0.06335906360677934,0.026482566435636186,-0.05299104690381044,-0.017638841482650998
-0.062348323769253734,0.023744943581810517,-0.05145248381841239,-0.021062289324434304
-0.06116154667433074,0.02109359751115983,-0.04968932874989607,-0.024352773716556156
-0.059806055712943125,0.018539997155079126,-0.04771358954194481,-0.02749625791801171
-0.05828987991375568,0.016094964132072988,-0.0455379604474273,-0.030479925365149613
-0.05662168932158151,0.013768639793858341,-0.0431756979745165,-0.033292206650603805
-0.054810728965536876,0.011570458820984727,-0.04064049405784117,-0.03592280859363332
-0.052866751197968756,0.009509129602964917,-0.03794634182149103,-0.03836275082176332
-0.05079994585446641,0.0075926219430567906,-0.035107386364392486,-0.04060441777483245
-0.04862086718666574,0.005828163120436869,-0.0321377481664758,-0.042641638526234274
-0.04533951406704528,0.07774494877549329,-0.02883982381781965,0.049324206831507934
-0.04787635291026046,0.07615094464207582,-0.03215869639131234,0.04749171495517692
-0.05031066088070942,0.07438619330586388,-0.035354257204702866,0.04539369720789429
-0.05262880658876613,0.07245775711126325,-0.03840174764377768,0.04304171184333764
-0.05481782608088717,0.07037395847737624,-0.04127799771202983,0.040449864947622344
-0.05686554967632684,0.06814428996752234,-0.043961698849958264,0.03763452173147135
-0.05876071307992793,0.06577931140686341,-0.04643361872739235,0.03461399490002891
-0.060493051837140474,0.06329053708282575,-0.04867675880420627,0.03140822148887211
-0.06205337876679068,0.06069031597227996,-0.05067645749845782,0.028038438274062206
-0.06343364450278344,0.05799170775275008,-0.0524204433446996,0.024526864321641754
-0.06462698168719157,0.05520835709871543,-0.05389884357828341,0.02089639757979125
-0.06562773368083993,0.05235436846307573,-0.05510415418264156,0.017170330753229705
-0.06643146889562107,0.04944418322054156,-0.05603117765350643,0.013372090128390407
-0.06703498201173005,0.046492460722535316,-0.05667693463263107,0.009524999600501002
-0.06743628343197411,0.04351396449725796,-0.057040555223754286,0.005652070929929887
-0.06763457835471591,0.040523454534622916,-0.05712315529116419,0.001775820240719978
-0.0676302368281927,0.037535586331533574,-0.05692770242209911,-0.00208189003095839
-0.06742475609229884,0.03456481714268683,-0.05645887555805716,-0.005899985140697453
-0.06702071642947795,0.031625319687932626,-0.05572292160586074,-0.009658289830997337
-0.06642173164246605,0.028730903409153845,-0.05472751165895423,-0.013337620048102418
-0.06563239516028818,0.025894943246984266,-0.05348159880539075,-0.01691985688798932
-0.064658222650293,0.02313031581820639,-0.051995278879697245,-0.02038800517545412
-0.06350559188669919,0.020449342817268863,-0.05027965492508925,-0.02372623913063729
-0.062181680496600465,0.017863741438368587,-0.04834670555215181,-0.026919937621743967
-0.06069440207196862,0.015384581618470157,-0.046209156774501714,-0.029955711586618344
-0.05905234099771526,0.01302224993852944,-0.04388035621508777,-0.03282142639212339
-0.057264686193998535,0.01078642009680704,-0.04137414771049786,-0.03550622227839807
-0.055341163792973005,0.008686029996512561,-0.03870474313449796,-0.03800053675164005
-0.05329196854361709,0.0067292656939268065,-0.0358865864304667,-0.040296134090191796
-0.051127693423979305,0.004923552775178551,-0.03293420187958872,-0.04238614946803214
-0.04885925646802725,0.003275556247860783,-0.029862013571511047,-0.044265159424413274
-0.049346234076003685,0.07526551520090641,-0.031381729372045634,0.047747249962903436
-0.05179617253917333,0.07354092770806178,-0.03460014833136979,0.04574357308321858
-0.05413478442643921,0.07165119306679718,-0.03768152797470198,0.04348118786544084
-0.056348826644072154,0.06960407735463961,-0.04060174853092342,0.04097293248881507
-0.05842578856693614,0.06740857006600448,-0.04333841001269545,0.038234106331476406
-0.060354013994787,0.06507478766686352,-0.045871089552117224,0.035282167380034125
-0.0621228067283448,0.06261386503816271,-0.04818153958918963,0.03213640978509382
-0.06372251899137528,0.06003783788744298,-0.050253828303518815,0.028817632894074723
-0.06514462248893307,0.057359519087644764,-0.052074425653324916,0.025347811706683484
-0.06638176237701164,0.05459237168972854,-0.05363223984686021,0.02174977707738468
-0.06742779481624459,0.05175038107836617,-0.05491861003576219,0.018046912274097188
-0.06827780908971272,0.048847928422411646,-0.055927261533434455,0.01426287080957413
-0.06892813548580247,0.04589966723657828,-0.056654229995708766,0.010421318881695731
-0.06937634028866536,0.042920404535633505,-0.05709776082580602,0.006545704348670276
-0.06962120929114325,0.03992498774234575,-0.05725818966211168,0.00265905296089215
-0.06966272125903647,0.036928198215280456,-0.05713780924254304,-0.001216208414977535
-0.06950201274288764,0.03394465199965965,-0.056740727278864755,-0.005058402616000831
-0.06914133556492495,0.030988708177544642,-0.05607271926715106,-0.008846728656845212
-0.06858400821425092,0.02807438500400224,-0.05514107944444933,-0.012561365867347513
-0.06783436227135813,0.025215283863744515,-0.05395447240703403,-0.0161835579588377
-0.06689768486044223,0.022424520966005588,-0.05252278724323144,-0.019695679427048658
-0.06578015799987393,0.01971466661289161,-0.050856995410323,-0.023081286763224206
